horizon,model,framing,scheme,blend_w,params,cv_MAE,test_MAE,test_RMSE,test_MAPE,test2024_MAE,test2024_RMSE,test2024_MAPE,test2025_MAE,test2025_RMSE,test2025_MAPE,frozen_test_MAE
4,XGBoost,ratio_blend,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",81.52365171472006,57.70172666385013,73.09532348657577,14.101885582942728,60.41316416446442,76.28486208422734,15.266002731023184,55.24448642891842,70.0795262404966,13.04690441749482,77.24858370422757
4,XGBoost,ratio_blend,expand,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",77.72218249165066,59.635911387329934,76.6679941014095,14.28550475724539,69.01606059675755,88.40602358534893,16.94643172138459,51.13515116628615,64.20273926022715,11.87403969599424,77.29573044855059
4,XGBoost,ratio_blend,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",87.4604016390616,55.192763291349756,71.32199530935395,13.608861035928701,50.382446845188014,66.08003248248018,12.864202617539505,59.552112570683825,75.75987926825007,14.283707727593914,84.05293485168374
4,XGBoost,ratio_blend,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",77.55540234034962,56.561182390561314,72.3426022621411,13.684687269618045,58.33857209919254,76.70659415066565,14.413888808871533,54.95042296711426,68.14676996791233,13.023848374669573,80.10286806894624
4,XGBoost,ratio_blend,decay,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",76.22969042472194,59.30906846225509,76.30123023636719,14.278893883311621,69.73786871335348,88.73414473278447,17.22779815559796,49.85796823469717,62.94735823196499,11.606449386552125,74.72817813952908
4,XGBoost,ratio_blend,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",93.34285185033454,58.569235925482396,72.09575148697976,14.398041255096782,53.540702239275724,65.49643367022726,13.924827707496643,63.12634457860717,77.59307685950009,14.826891032609401,81.17961219788093
4,XGBoost,ratio_blend,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",81.52365171472006,58.418623222473435,72.21231033756851,14.09282671825144,59.5046854284986,75.11947095814682,14.978730935582421,57.43437934826312,69.4726949572014,13.289976021295239,77.24858370422757
4,XGBoost,ratio_blend,window,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""min_child_weight"": 3, ""reg_lambda"": 3.0}",77.72218249165066,59.99400389185642,75.97077992588413,14.288662050438125,69.62216618056205,88.34221270051718,17.09488358721719,51.268481817716946,62.68449612830292,11.745523782732104,77.29573044855059
4,LightGBM,level,expand,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",85.1410414291184,81.86123820560879,103.236257306474,19.06741935298008,73.53990246781068,97.77783702344792,18.53743355482278,89.4024487179883,107.94480030393784,19.54771898256013,170.08401686189896
4,LightGBM,level,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",89.9640532125726,79.22849833618027,99.31853010383209,17.88045655204929,76.71376758346693,102.76431856523182,18.43105912614973,81.50747308082671,96.08910997838426,17.381472969270753,153.6747561209224
4,LightGBM,level,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",100.1723363805785,73.73736958959155,93.27655861032933,16.709843506080517,81.16777933812607,106.32479324987963,19.214344099718105,67.00356075498219,79.62561056047278,14.440139843096444,123.93333008845798
4,LightGBM,level,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",77.52560997286513,70.49052310959081,92.4070241499732,16.295803238689366,69.15812122116061,92.25842287061687,16.723439617016606,71.69801232098065,92.54148794609031,15.908257770830303,146.55433554352453
4,LightGBM,level,decay,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",83.2438556833114,65.26975931206485,85.83934208194954,14.798646464993567,69.38507482307041,92.3463876699343,15.997191603466721,61.54025463021607,79.48351783504611,13.712464933252269,124.47204938885805
4,LightGBM,level,decay,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",95.36328056661102,64.2932094160552,85.44790344257545,14.68798856291146,75.5686940439805,99.98157272341889,17.48248134264052,54.074801471997894,69.70672150235781,12.155479481282006,103.18789654925551
4,LightGBM,level,window,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",85.70100477809284,66.22110625895492,84.11360246560837,14.292329636255142,58.287581555668666,75.43897327910612,13.917484588787458,73.4108630213081,91.26555746000264,14.632032960522729,114.2232127372782
4,LightGBM,level,window,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",89.89909275779388,62.33776909866684,79.97647785172104,13.65200586251161,62.05093029178019,81.44958215626065,14.778798375970368,62.59771676740785,78.61763856916157,12.630850147189609,99.99407319901434
4,LightGBM,level,window,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",99.93964917737499,62.45358648316354,82.07994078738439,14.052582393213427,72.51976182199581,94.24175998546036,17.529951166054158,53.33111508234681,69.23699043632124,10.901216942826514,88.54422567966873
4,LightGBM,logratio,expand,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",106.30744064433664,94.04506657229626,138.96813097333168,19.982699382582,64.72833683437759,87.98404582161429,15.626169962951703,120.61335289728505,172.62188173726227,23.93080416912196,147.29119451582795
4,LightGBM,logratio,expand,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",100.93973127309944,81.39920200437878,113.96444564053952,17.409601789560018,68.79964786801945,89.96054009961195,16.38977364941905,92.81754794045442,131.99994349005442,18.333821041562775,126.31357472180608
4,LightGBM,logratio,expand,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",105.45278010962907,77.64373495253423,99.96006721739505,17.106533530534293,77.68960120950409,99.54038600138225,18.592603151628428,77.60216865715526,100.3388870918594,15.759782936417732,105.02046972208556
4,LightGBM,logratio,decay,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",86.62613257912341,77.76702305857864,108.92379512388419,17.696334916494834,63.363245002374676,86.34283637653881,15.773954506798294,90.8204469220135,125.93779533250192,19.43849216278231,144.2748301056713
4,LightGBM,logratio,decay,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",88.68163143147002,69.76246676335303,98.80011502622924,15.54866307340585,63.37439359409885,90.85163547849953,15.017083688678671,75.55165807298967,105.48735944364037,16.030406890814866,122.86819286401246
4,LightGBM,logratio,decay,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",98.76384005226875,66.07848487079978,89.89461375262735,14.921798057987484,72.03554238142398,98.22748137540103,17.07064834771301,60.679901501796614,81.61131808427552,12.974402482923725,103.80029367748698
4,LightGBM,logratio,window,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",107.02688155335174,64.54692971168475,83.13821494050377,15.166833816101164,46.68583916947218,61.280433691783365,11.855715722714283,80.73354301556489,98.85694758446401,18.167534588233025,91.91215215092124
4,LightGBM,logratio,window,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",100.8256615345167,60.10333503423522,77.35308999070008,13.754232292600522,52.405583050411096,69.99777841175123,12.521908376829469,67.07942276957583,83.46079766551176,14.87102584126804,80.43051903423826
4,LightGBM,logratio,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",105.80825816861453,63.02202969157441,80.07143084133956,14.346954559624592,68.69640423728639,88.35882184513586,16.554071069154915,57.87962775952291,71.73874382912615,12.346755222862742,73.13878385913083
4,LightGBM,ratio_ly,expand,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",171.04773083949314,80.46537113075807,108.99009316449165,18.863869113140545,54.98821249486596,75.72594530383957,15.156227728517328,103.55404614453529,132.08793471533883,22.223919117955344,130.6761649432919
4,LightGBM,ratio_ly,expand,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",134.8256004431093,74.65358610019365,95.9505811904606,17.740921239847758,63.48237710062648,82.04698097338407,16.740455913830164,84.7774942560514,107.00143841899083,18.647592941551203,111.56314156907831
4,LightGBM,ratio_ly,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",101.17622642584897,74.22295704068813,90.1665167414085,18.138115084924383,81.54733611437632,98.83722050311573,20.543893865479017,67.58523850515826,81.51590271829951,15.95787806504674,91.47481172928313
4,LightGBM,ratio_ly,decay,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",132.16199195417067,71.17402956097763,93.30046188547736,16.659771677624583,54.00748641684974,71.34725668827927,14.471606450498415,86.73120928534355,109.45619092234105,18.642796414707668,123.36875367362167
4,LightGBM,ratio_ly,decay,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",109.2240460096283,66.32942886283259,85.5448659021297,15.687480216942012,59.61365992360488,79.31854075396676,15.434295635545931,72.41559446400767,90.81951068984857,15.916928743832209,107.4777377912162
4,LightGBM,ratio_ly,decay,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",95.51181077961245,67.67282672317087,84.56413981335145,16.156723905509633,75.28684069813204,93.40775369279577,18.97513080893025,60.77262655836231,75.66196890541532,13.602542649284711,93.84982581854085
4,LightGBM,ratio_ly,window,0.0,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",171.04773083949314,70.88285303330132,102.15449880248408,16.24402860573743,51.929267465719434,72.99935508746626,14.319475297133552,88.05953995392241,122.73316708774117,17.988155041659702,130.6761649432919
4,LightGBM,ratio_ly,window,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",134.8256004431093,66.82931612586633,90.21130045007736,15.542600434806033,60.30721809598995,79.94889938543194,15.819596540472014,72.73996746544181,98.59320361769781,15.291572714046236,111.56314156907831
4,LightGBM,ratio_ly,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",101.17622642584897,71.59815183018465,88.30237724285257,17.108132590028244,81.75768156873283,96.4355974851942,20.84073258012522,62.391078004625356,80.22254008841915,13.725463849002873,91.47481172928313
4,LightGBM,ratio_blend,expand,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",88.25935615404748,56.23600709707642,73.5301824116396,13.745221950565604,50.08502478656008,65.74775443185554,12.824283729699825,61.81033481598186,79.9311621965099,14.579822213225208,64.27366072238982
4,LightGBM,ratio_blend,expand,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",81.121201414599,57.53720775687844,73.7654278591437,13.885285774431505,58.76184911084987,76.6286755890912,14.636645070626694,56.427376529841794,71.07104179714023,13.20436641225461,65.12661416075538
4,LightGBM,ratio_blend,expand,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",79.56909473703946,63.9751741203262,80.0686675742127,15.17112416699122,74.61071511972659,92.52556487955434,18.2738466769022,54.336715089619595,66.80242759004877,12.359281892384399,68.10564288110801
4,LightGBM,ratio_blend,decay,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",101.46076613895862,54.50834443599405,69.23919380103393,13.567190560999187,50.11376762825152,63.54427145747811,12.682016388649492,58.49092966801069,74.02272979346803,14.369379654691091,74.89543305907694
4,LightGBM,ratio_blend,decay,0.25,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",87.80101903743252,55.76089763632795,71.79111843365722,13.574426012450155,54.80020692631767,73.82883741196417,13.745561899717384,56.631523592274775,69.8931385377023,13.419334114614223,77.37464495146367
4,LightGBM,ratio_blend,decay,0.5,"{""max_depth"": 3, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",80.55089166910727,60.77174605945578,77.68413101494478,14.617707105451217,70.2178330735731,89.74293367404748,17.35811670183208,52.211229702911936,64.84699460944186,12.134210908731061,76.16684073892846
4,LightGBM,ratio_blend,window,0.0,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",88.25935615404748,56.352109487536445,73.32633625506797,13.624832737544546,46.258871786779,63.36757642460316,11.822584741368068,65.49910615384789,81.30455944859412,15.258119984079476,64.27366072238982
4,LightGBM,ratio_blend,window,0.25,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.03, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",81.121201414599,57.80037950439265,73.51731345086485,13.75906379316979,55.882572485365564,75.31219203345039,13.845395316944892,59.53839211538592,71.85198679433375,13.680825849748606,65.12661416075538
4,LightGBM,ratio_blend,window,0.5,"{""max_depth"": 2, ""n_estimators"": 300, ""learning_rate"": 0.05, ""num_leaves"": 7, ""min_child_samples"": 10, ""subsample"": 0.8, ""colsample_bytree"": 0.8}",79.56909473703946,63.75841781975036,78.6845249635569,15.03190195591145,74.1793356689752,90.93899868187235,18.237763063980765,54.31446101889034,65.6313996014368,12.126590326723633,68.10564288110801
4,RandomForest,level,expand,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 2}",77.9850840216308,77.2212599408431,93.42548236224088,18.335866751314196,72.98672416930289,89.33815838803305,18.565758614263085,81.05880798380146,96.98093824478912,18.127527250516778,137.75379879716627
4,RandomForest,level,expand,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 2}",84.34073616902005,69.29195193745728,86.07672014192562,16.09244711583899,69.61958447725694,89.01341536981685,16.808488128822262,68.99503494826385,83.32598848342715,15.443534947822894,117.59678105919413
4,RandomForest,level,expand,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 2}",97.25523972351762,65.75821865452788,85.21223513472569,15.178833781573253,74.12726180562889,97.23946544966941,17.606589175605492,58.173773298842576,72.6117092892084,12.978680455731539,99.64923089676444
4,RandomForest,level,decay,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 2}",73.82509352208358,69.12773082106864,85.1595663465105,16.006013393827633,61.72535684867674,76.49148525965406,15.565284079656983,75.8361322335488,92.31464265628802,16.405424334794787,122.41187386788496
4,RandomForest,level,decay,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 2}",81.3539863927353,63.07713717432613,78.84982282686413,14.244694673394081,60.52677625719721,77.26217367780978,14.286622725101733,65.38840175547422,80.26150758386582,14.206697376534022,105.70075501371124
4,RandomForest,level,decay,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 2}",95.07214026699143,61.48571480282384,80.0624752077,13.958109195749044,67.10715425357556,88.96872339142641,15.677254856816491,56.3912853005801,71.03309475261649,12.40013344040667,91.62190377110484
4,RandomForest,level,window,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 2}",80.78779223418225,65.75622597106977,82.08979683835841,14.435557714605288,58.03754492386545,74.3610064923723,14.195438748009254,72.75128067009868,88.51299341984699,14.653165528082946,112.09388406842587
4,RandomForest,level,window,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 2}",87.54703449089929,63.216683738284246,79.209364412278,14.086707828375541,63.71003262688437,80.95495756433425,15.436984357909008,62.76958630799037,77.59350781745705,12.86301972348583,99.68686551269955
4,RandomForest,level,window,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 2}",99.79951177206716,64.24789781691219,82.11260704112703,14.717705729232575,74.84856149643007,94.10177108322094,18.263873386583608,54.641046357349104,69.48294260814006,11.503991289758197,88.66825751672648
4,RandomForest,logratio,expand,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 4}",99.78712346403934,86.91742757846887,121.73929256301628,18.821547080737226,62.97296280961629,84.23970096821526,15.752812269589425,108.61709877524153,147.71745487809113,21.60258800333992,104.69654849628925
4,RandomForest,logratio,expand,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 4}",99.56289058235961,75.32901639934374,103.80883652150014,16.250532453797124,62.62277579581609,86.33899835013618,15.049612421603358,86.84404694629069,117.41679108119506,17.338866232972723,90.18083834637717
4,RandomForest,logratio,expand,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 4}",107.78506743080611,70.78084591041727,93.29784618718433,15.522276960426742,71.56692415647846,96.29494273923883,17.0277902216938,70.06846249992432,90.49603070987644,14.157905567403478,81.60643584641475
4,RandomForest,logratio,decay,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 4}",84.15278872136652,80.66484723220988,110.9415620470545,17.79243517461489,54.123621412216366,68.1229018425527,13.962584050357615,104.71783313157903,138.76786806658168,21.263237755973037,98.75557355487783
4,RandomForest,logratio,decay,0.25,"{""max_depth"": 6, ""min_samples_leaf"": 4}",87.06495746135954,70.04749550055057,94.22955530922872,15.342600164503942,53.68162300449611,72.1144574989179,13.111995826476768,84.87906745009992,110.51264072066326,17.364085345841062,86.26636993156583
4,RandomForest,logratio,decay,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 4}",98.08924935688663,64.74446680606933,84.46924191283564,14.376000201200387,63.24209883967787,85.69112867988989,15.048263446095447,66.1059877756116,83.34643552863183,13.766761635514241,75.09351729801675
4,RandomForest,logratio,window,0.0,"{""max_depth"": 4, ""min_samples_leaf"": 4}",100.23755381255692,65.78685951213211,83.88228722493358,15.36728165306547,49.69935597682534,61.61235284681785,12.692915069214884,80.36615959100386,99.86305404761796,17.79092636968005,73.22907760630996
4,RandomForest,logratio,window,0.25,"{""max_depth"": 4, ""min_samples_leaf"": 4}",99.26749971630831,58.892029152304445,76.18409097837876,13.36537571645216,48.503934724428795,66.27909703416948,11.62176748909208,68.30623972756678,84.15950562845582,14.945520672497231,64.14583641508486
4,RandomForest,logratio,window,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 4}",106.7483948793266,60.48372958614512,77.2458302823008,13.70709413226098,62.32621253920851,82.70933050053524,14.80798383958028,58.81397940993143,71.93700561354159,12.709412835002865,63.14823839605281
4,RandomForest,ratio_ly,expand,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 2}",147.33827407631878,76.11768014866588,97.60285752104504,18.246766506314206,58.35998250171905,78.62742277892069,16.3124711552679,92.21059364121146,112.05739444586528,19.999721668199918,95.47916119452842
4,RandomForest,ratio_ly,expand,0.25,"{""max_depth"": 6, ""min_samples_leaf"": 2}",115.66659505701361,69.68624490354992,88.67277195042247,16.977189184908152,63.112355863848094,84.54505206680399,17.108386214294796,75.64383184577972,92.25412940745699,16.858291877026506,86.3248626091947
4,RandomForest,ratio_ly,expand,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 2}",91.16222896509487,74.96606976940899,89.84807814622064,18.30360689122715,77.89708219929118,94.88824359708163,20.41641843770223,72.30983975482826,85.02273988570238,16.388871427234115,82.90153463296775
4,RandomForest,ratio_ly,decay,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 2}",134.62896051084007,71.11885081115277,91.11819172106429,16.893997806666945,55.13338782812406,73.06740145674071,14.825614062001282,85.60567663952253,104.82537668366908,18.768470575270197,91.11317471700376
4,RandomForest,ratio_ly,decay,0.25,"{""max_depth"": 6, ""min_samples_leaf"": 2}",107.62380072600463,64.76210150027134,84.12469292239376,15.558716651800852,58.44308361327634,80.74524208897714,15.27231696233608,70.48871146036058,87.0741013512865,15.818266370378309,82.97811512883708
4,RandomForest,ratio_ly,decay,0.5,"{""max_depth"": 6, ""min_samples_leaf"": 2}",89.12248552886174,66.24894875424172,83.8512924243491,16.068505742513917,74.67464070719619,94.36782117938188,18.94237420689003,58.613165421876715,73.02399202597002,13.464062446673061,79.73683176984356
4,RandomForest,ratio_ly,window,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 2}",147.3382740763188,74.10874278808093,96.62033690308876,17.643344595277647,58.42556300785249,78.90953567427066,16.364732171398447,88.321624463913,110.23981385905176,18.80208710441817,95.47916119452842
4,RandomForest,ratio_ly,window,0.25,"{""max_depth"": 6, ""min_samples_leaf"": 2}",115.66659505701361,68.04787991461079,87.78566800630327,16.46081755684876,63.97603735443211,84.93923919460738,17.372816917057378,71.73798723477272,90.28776523778768,15.634318136659697,86.3248626091947
4,RandomForest,ratio_ly,window,0.5,"{""max_depth"": 4, ""min_samples_leaf"": 2}",91.16222896509487,69.8932914378609,86.23766575893566,17.0446707985193,77.52324358233065,94.5410086848168,20.313656293017925,62.978647306935166,77.95250303818999,14.082152694129919,82.90153463296775
4,RandomForest,ratio_blend,expand,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 2}",122.9643199781647,58.54552773860285,72.5278878503242,14.631898460935638,50.7050365542018,63.65788268191216,13.184792141540825,65.6509728744663,79.71835396393254,15.943338562887183,63.91579582891999
4,RandomForest,ratio_blend,expand,0.25,"{""max_depth"": 6, ""min_samples_leaf"": 2}",97.74907802848237,57.027359047407735,71.61627781251724,14.015885164392708,54.82053630705794,72.41649760744195,13.852286791769853,59.027292155849736,70.88327585385704,14.16414618958217,63.64451775778837
4,RandomForest,ratio_blend,expand,0.5,"{""max_depth"": 6, ""min_samples_leaf"": 4}",83.23693277961605,60.19506608192548,77.29015935033615,14.421431340855303,67.66068872270453,88.82396847318202,16.539919758142094,53.42934556371945,65.09576330107858,12.501551212689154,67.52630608861514
4,RandomForest,ratio_blend,decay,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 4}",109.54740167542371,57.19210591672692,71.60200273445885,14.21812200226876,51.46478459675216,66.26780563569496,13.225313204366554,62.38249086295403,76.1138979345624,15.117854975367631,71.62500199059086
4,RandomForest,ratio_blend,decay,0.25,"{""max_depth"": 6, ""min_samples_leaf"": 4}",87.52745117505054,55.692893642605824,70.72033509323606,13.626191186981753,54.71850798234685,73.81314562422067,13.715744497921614,56.57593064721552,67.79571335922208,13.545033498942505,68.9851973815963
4,RandomForest,ratio_blend,decay,0.5,"{""max_depth"": 6, ""min_samples_leaf"": 4}",78.65618442907136,59.28492974281098,76.49453612241005,14.256282923694044,67.58584519037778,89.16527172985442,16.5832453197437,51.7622251184536,62.84239528734758,12.147473252274052,70.87752240795635
4,RandomForest,ratio_blend,window,0.0,"{""max_depth"": 6, ""min_samples_leaf"": 2}",122.9643199781647,57.93212472470518,72.22926461695538,14.47969405617188,50.984078083841254,63.20804893764027,13.301793813395902,64.22879199298814,79.52566422012875,15.547166151187607,63.91579582891999
4,RandomForest,ratio_blend,window,0.25,"{""max_depth"": 6, ""min_samples_leaf"": 2}",97.74907802848236,56.70909916089012,71.2698539332177,13.933341427586404,55.241863482158024,72.22831102293274,13.993182413548494,58.0387814947411,70.38998028303051,13.879110534058265,63.64451775778837
4,RandomForest,ratio_blend,window,0.5,"{""max_depth"": 6, ""min_samples_leaf"": 4}",83.23693277961605,59.75784373034269,76.52501499543321,14.32264987635288,67.95023505820281,88.55511107627656,16.654227363790728,52.33348908946947,63.68931667892515,12.209657778362326,67.52630608861514
4,ExtraTrees,level,expand,0.0,"{""max_depth"": null, ""min_samples_leaf"": 2}",77.27326296296296,62.513048269581034,82.93828691606791,14.13509708445859,57.680233716475094,74.71037684563485,13.737443800509249,66.89278645833329,89.74560466027113,14.495470373037678,123.45158014571949
