year,week,nasa_rain_sum,nasa_rain_mean,nasa_rain_max_daily,nasa_wet_days,temp_c_mean,temp_c_max,humidity_pct_mean
2024,40,0.58,0.08285714285714285,0.29,0,20.541428571428572,21.06,87.75428571428571
2024,41,7.55,1.0785714285714285,5.26,2,18.849999999999998,19.24,85.87571428571428
2024,42,0.5700000000000001,0.08142857142857143,0.29,0,19.439999999999998,20.46,82.97142857142856
2024,43,0.11,0.015714285714285715,0.06,0,19.287142857142857,19.99,88.91714285714285
2024,44,0.5499999999999999,0.07857142857142856,0.3,0,17.524285714285714,17.87,87.19428571428571
2024,45,0.030000000000000002,0.004285714285714286,0.02,0,16.53,17.14,83.30285714285715
2024,46,0.06,0.008571428571428572,0.06,0,14.438571428571427,15.6,79.61428571428571
2024,47,0.0,0.0,0.0,0,14.008571428571429,14.69,82.10857142857142
2024,48,0.0,0.0,0.0,0,12.907142857142857,14.16,69.21714285714286
2024,49,0.0,0.0,0.0,0,10.948571428571428,11.73,62.815714285714286
2024,50,0.0,0.0,0.0,0,12.781428571428572,13.56,68.42142857142856
2024,51,0.0,0.0,0.0,0,12.72,13.69,69.03428571428572
2024,52,0.0,0.0,0.0,0,11.705714285714285,12.47,70.48571428571428
2025,1,1.42,0.20285714285714285,1.2,1,11.247142857142858,13.54,69.8157142857143
2025,2,0.0,0.0,0.0,0,12.645714285714286,13.95,62.27285714285714
2025,3,0.0,0.0,0.0,0,13.415714285714285,15.26,50.92142857142857
2025,4,0.0,0.0,0.0,0,12.751428571428573,13.6,48.90571428571428
2025,5,0.0,0.0,0.0,0,14.274285714285714,15.78,42.49285714285714
2025,6,0.0,0.0,0.0,0,13.344285714285714,14.52,40.145714285714284
2025,7,0.5599999999999999,0.07999999999999999,0.35,0,14.20142857142857,15.05,48.471428571428575
2025,8,237.2,33.885714285714286,233.66,2,14.14,15.97,56.90428571428571
2025,9,0.1,0.014285714285714287,0.1,0,14.254285714285714,15.14,49.80285714285714
2025,10,3.42,0.48857142857142855,1.99,1,18.565714285714286,20.49,48.24857142857143
2025,11,5.74,0.8200000000000001,5.17,1,17.767142857142858,19.3,46.269999999999996
2025,12,0.15,0.02142857142857143,0.08,0,20.650000000000002,22.18,38.712857142857146
2025,13,0.0,0.0,0.0,0,21.041428571428572,21.9,29.785714285714285
2025,14,32.07,4.581428571428572,17.63,4,20.021428571428572,21.6,64.60714285714286
2025,15,12.43,1.7757142857142856,6.75,3,20.064285714285713,22.29,69.95
2025,16,4.07,0.5814285714285715,3.92,1,24.48,25.16,34.53285714285715
2025,17,18.16,2.5942857142857143,8.72,3,19.422857142857143,20.68,65.75428571428571
2025,18,5.28,0.7542857142857143,2.72,2,22.65142857142857,25.26,56.06714285714286
2025,19,26.02,3.717142857142857,13.57,6,23.885714285714283,25.27,56.56571428571429
2025,20,42.33,6.047142857142857,15.39,6,22.354285714285712,23.64,72.73
2025,21,25.11,3.587142857142857,9.31,5,24.514285714285712,25.6,69.46285714285715
2025,22,26.919999999999998,3.8457142857142856,16.66,4,23.511428571428574,24.98,60.49285714285714
2025,23,43.33,6.1899999999999995,18.96,5,24.72714285714286,26.55,72.85142857142857
2025,24,75.59,10.79857142857143,18.49,7,23.68857142857143,24.27,83.51285714285714
2025,25,62.58,8.94,19.1,7,23.52285714285714,24.04,85.44714285714285
2025,26,31.04,4.434285714285714,7.9,7,23.645714285714288,23.92,83.84714285714287
2025,27,57.26,8.18,23.15,7,23.305714285714284,23.89,85.39142857142858
2025,28,71.71,10.244285714285713,24.57,7,22.958571428571425,24.07,85.41428571428571
2025,29,28.509999999999998,4.072857142857143,10.04,6,24.035714285714285,24.89,85.28428571428572
2025,30,61.79,8.827142857142857,24.96,7,23.06714285714286,23.45,88.81000000000002
2025,31,56.96,8.137142857142857,18.03,7,22.40857142857143,22.81,91.88571428571429
2025,32,60.22,8.602857142857143,25.01,7,22.744285714285716,23.71,90.58142857142856
2025,33,38.72,5.531428571428571,16.65,6,22.654285714285713,23.43,88.14857142857143
2025,34,61.78,8.825714285714286,20.49,5,21.895714285714288,22.48,90.99714285714286
2025,35,28.869999999999997,4.124285714285714,14.56,3,22.551428571428573,23.51,87.61
2025,36,63.3,9.042857142857143,14.6,7,22.027142857142856,22.36,93.38714285714286
2025,37,63.07,9.01,22.54,5,21.012857142857143,21.31,91.24428571428572
2025,38,1.97,0.2814285714285714,1.16,1,22.33142857142857,23.18,88.46714285714286
2025,39,145.51,20.787142857142857,69.53,7,20.807142857142857,22.12,87.88
2025,40,1.4000000000000001,0.2,0.54,0,19.885714285714283,20.47,84.40285714285714
2025,41,0.0,0.0,0.0,0,19.312857142857144,19.86,82.02857142857144
2025,42,0.0,0.0,0.0,0,19.71857142857143,20.35,78.53428571428572
2025,43,71.06,10.151428571428571,31.88,5,17.928571428571427,19.2,83.83428571428571
2025,44,0.79,0.11285714285714286,0.65,0,17.740000000000002,18.63,79.36428571428571
2025,45,0.0,0.0,0.0,0,15.234285714285715,16.19,74.05285714285715
2025,46,0.0,0.0,0.0,0,14.588571428571429,15.55,81.52142857142857
2025,47,0.0,0.0,0.0,0,13.870000000000001,15.24,74.86428571428571
2025,48,0.0,0.0,0.0,0,12.819999999999999,13.22,66.64285714285714
2025,49,0.0,0.0,0.0,0,12.781428571428572,13.45,70.94428571428571
2025,50,0.0,0.0,0.0,0,11.530000000000001,12.67,74.23285714285714
2025,51,0.0,0.0,0.0,0,10.782857142857143,11.72,75.35857142857142
